id,name,phone_number,places,type,sponsor_id,sponsor_name,street,zip_code,lat,lon,planning_area_id
2060530,Kita Traumbaum,+493026397930,120,Reguläre Einrichtung,107,Orte für Kinder GmbH,Dessauer Str. 27,10963,52.5037714,13.3790655,02100101
2060540,AWO Kita Kastanie,+49306114525,63,Reguläre Einrichtung,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Reichenberger Str. 122,10999,52.4952815,13.4318647,02300418
2060550,AWO Kita Löwenzahn,+49302512026,112,Reguläre Einrichtung,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Baerwaldstr. 56,10961,52.4926833,13.4025748,02200210
2060560,AWO Europakita,+49302513442,93,Reguläre Einrichtung,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Blücherstr. 46,10961,52.4910746,13.4059664,02200210
2060580,AWO Kita Wassertropfen,+49306144829,58,Reguläre Einrichtung,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Oranienstr. 192,10999,52.5001572,13.4225172,02300314
2060590,EKT - Zappergeck,+49306156248,25,Reguläre Einrichtung,1082,Zappergeck - Gemeinsame Betreuung und Förderung behinderter und nichtbehinderter Kinder e. V.,Alexandrinenstr. 1B,10969,52.4989937,13.4002806,02100105
2060600,Kita Milchstraße,+49302515532,62,Reguläre Einrichtung,8224,Kita Milchstraße UG(haftungsbeschränkt),Alte Jakobstr. 135,10969,52.5023752,13.3978844,02100103
2060610,EKT - Tigerente,+49306930468,16,Reguläre Einrichtung,856,TIGERENTE e.V.,Bergmannstr. 12,10961,52.4893869,13.3907533,02200211
2060620,EKT - Nestwärme,+493061076022,70,Reguläre Einrichtung,570,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",Wrangelstr. 31,10997,52.5014005,13.4336728,02300315
2060640,EKT - Pittiplatsch,+49306919580,21,Reguläre Einrichtung,906,Pittiplatsch e.V.,Böckhstr. 21,10967,52.4933301,13.4197418,02200213
2060660,EKT Minifee,+493061620677,25,Reguläre Einrichtung,854,Minifee e. V.,Dieffenbachstr. 76,10967,52.4941197,13.4110946,02200213
2060670,EKT Siebenschläfer,+49306146045,25,Reguläre Einrichtung,974,Eltern - Initiativ - Kindertagesstätte Siebenschläfer e. V.,Böcklerstr. 8,10969,52.4966735,13.4103838,02100106
2060680,EKT - Mondsichel,+49306918102,36,Reguläre Einrichtung,1232,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",Boppstr. 4,10967,52.4908695,13.4213737,02200213
2060690,"Krümelkinder, Görlitzer Straße",+493061288254,25,Reguläre Einrichtung,808,"Krümelkinder,Görlitzer Str. e.V.",Cuvrystr. 39,10997,52.4973860,13.4438920,02300419
2060730,EKT Klein und Stark,+49306123017,25,Reguläre Einrichtung,643,Gemeindeaufbauprojekt Kreuzberg Ost e.V.,Dolziger Str. 51,10247,52.5196822,13.4641429,02500728
2060740,EKT - Rübezahl,+49306186315,17,Reguläre Einrichtung,936,Rübezahl e.V.,Falckensteinstr. 20,10997,52.4972316,13.4408347,02300419
2060760,EKT - Knatterpampe,+49306925555,17,Reguläre Einrichtung,793,Knatterpampe e.V.,Böckhstr. 45,10967,52.4941008,13.4178714,02200213
2060840,EKT Makke,+493040747765,22,Reguläre Einrichtung,838,EKT Makke e.V.,Glogauer Str. 22,10999,52.4925154,13.4367210,02300418
2060870,EKT - Kindervilla Waldemar,+4930617790913,102,Reguläre Einrichtung,1106,VEREIN KINDERVILLA WALDEMAR e. V.,Johanniterstr. 17,10961,52.4961394,13.4001087,02200210
2060890,EKT - Alles Banane,+49306941812,18,Reguläre Einrichtung,523,Alles Banane e.V.,Graefestr. 39,10967,52.4893989,13.4147482,02200212
2060930,EKT - Zippel und Zappel,+49306945500,17,Reguläre Einrichtung,1086,Zippel und Zappel e.V.,Heimstr. 15,10965,52.4871702,13.3969495,02200211
2060940,EKT Springteufel,+49306949167,16,Reguläre Einrichtung,993,Springteufel e. V.,Mittenwalder Str. 47,10961,52.4923903,13.3969349,02200210
2060950,EKT - Trompete,+49301577381350,16,Reguläre Einrichtung,759,Kinderladen TROMPETE e.V.,Großbeerenstr. 13,10963,52.4978165,13.3847118,02200208
2060970,EKT - Knulp,+49306921323,25,Reguläre Einrichtung,797,Kinderladen Knulp e.V.,Jahnstr. 7,10967,52.4884940,13.4192848,02200212
2061010,EKT - Macht nix,+49307859144,15,Reguläre Einrichtung,834,Macht nix e.V.,Katzbachstr. 12,10965,52.4887665,13.3764727,02200209
2061020,Kinder aus Kreuzberg,+493081800480,30,Reguläre Einrichtung,719,Kinder aus Kreuzberg e.V.,Lausitzer Platz 2,10997,52.5004989,13.4295458,02300315
2061030,"EKT - Regenbogenfabrik, Block 109",+493069579514,23,Reguläre Einrichtung,922,Regenbogenfabrik Block 109 e. V.,Lausitzer Str. 22,10999,52.4956929,13.4269534,02300417
2061040,EKT Mauseblitz,+493061284767,20,Reguläre Einrichtung,844,EKT MAUSEBLITZ e. V.,Cuvrystr. 24,10997,52.4968985,13.4429222,02300419
2061050,Kita Kinder Werk Stadt,+493061671911,17,Reguläre Einrichtung,809,Kinder Werk Stadt e.V.,Fichtestr. 19A,10967,52.4887949,13.4138199,02200212
2061060,EKT - Kinder einer Erde,+49306118014,28,Reguläre Einrichtung,1175,Kinder einer Erde e. V.,Lübbener Str. 26,10997,52.4987266,13.4365257,02300419
2061080,EKT - Affentanz,+49306175234,29,Reguläre Einrichtung,517,Affentanz e.V.,Mariannenstr. 47,10997,52.5006921,13.4235927,02300315
2061090,EKT - Langer Rüssel,+49306126120,20,Reguläre Einrichtung,818,Schülerladen `Langer Rüssel` e.V.,Mariannenstr. 48,10997,52.5008155,13.4236752,02300315
2061100,EKT - Wohnhof e.V.,+49302510316,15,Reguläre Einrichtung,1074,EKT-Wohnhof e.V.,Markgrafenstr. 8,10969,52.5045246,13.3954061,02100102
2061110,EKT - Zinnober,+49307859265,47,Reguläre Einrichtung,1085,Zinnober e.V.,Hagelberger Str. 52,10965,52.4912527,13.3850850,02200209
2061120,EKT - Krümelmonster e.V.,+493015226096396,30,Reguläre Einrichtung,810,Krümelmonster e.V.,Möckernstr. 76,10965,52.4902468,13.3795762,02200209
2061140,EKT Muskauer Str. 30,+49306116027,14,Reguläre Einrichtung,866,Eltern - Initiativ - Tagesstätte Muskauer Str. 30 e. V.,Muskauer Str. 30,10997,52.5031896,13.4260022,02300315
2061150,Kinderladen Muko,+49306186824,20,Reguläre Einrichtung,754,Kinderladen Muko e.V.,Muskauer Str. 33,10997,52.5029920,13.4266280,02300315
2061160,EKT - Leierkasten,+49306126941,25,Reguläre Einrichtung,822,Kinderladen Leierkasten e.V.,Muskauer Str. 43,10997,52.5020056,13.4296025,02300315
2061180,EKT Schokokids,+49306157699,23,Reguläre Einrichtung,7585,EKT-Schokokids e. V.,Naunynstr. 72,10997,52.5013132,13.4229045,02300314
2061200,Kinderladen Kalle Kirschkern,+493017643316649,16,Reguläre Einrichtung,772,Kirschkern e.V.,Fidicinstr. 32,10965,52.4869231,13.3913971,02200211
2061220,EKT - Krötenpfuhl,+49306911656,18,Reguläre Einrichtung,805,Krötenpfuhl e. V.,Heimstr. 7,10965,52.4876053,13.3966067,02200211
2061240,EKT - Kinderladen Bande,+49306119894,15,Reguläre Einrichtung,745,Kinderladen Bande e.V.,Oranienstr. 202,10999,52.4997442,13.4243824,02300315
2061250,EKT Räuberhöhle,+49306915016,18,Reguläre Einrichtung,920,EKT Räuberhöhle e.V.,Planufer 92,10967,52.4951170,13.4170099,02200213
2061270,EKT - Wilde 13,+49306125570,18,Reguläre Einrichtung,1041,"Verein zur Unterhaltung und Förderung der Eltern-Initiativ-Kindertagesstätte ""Wilde 13"" e.V.",Reichenberger Str. 90,10999,52.4929721,13.4383487,02300418
2061290,EKT Hollerbusch,+49306183014,33,Reguläre Einrichtung,679,Hollerbusch e.V.,Reichenberger Str. 99,10999,52.4932889,13.4386424,02300418
2061300,EKT - Die Panzerknacker,+49306928864,36,Reguläre Einrichtung,585,Die Panzerknacker e.V.,Riemannstr. 17,10961,52.4904909,13.3915364,02200211
2061320,EKT Optimisten,+4930+493080406757,13,Reguläre Einrichtung,885,Eikita Optimisten e. V.,Grimmstr. 1A,10967,52.4945486,13.4142448,02200213
2061330,EKT - Plutonia,+49306184963,38,Reguläre Einrichtung,907,P l u t o n i a e. V.,Görlitzer Str. 32,10997,52.4952951,13.4448762,02300419
2061360,EKT - Munkelrübe,+49306182063,20,Reguläre Einrichtung,864,Waldorfkinderladen Munkelrübe e. V.,Taborstr. 21,10997,52.4974049,13.4466285,02300419
2061400,EKT - Kinderhaus Waldemar Elterninitiative,+49306141029,85,Reguläre Einrichtung,737,Kinderhaus Waldemar - Elterninitiative e.V.,Waldemarstr. 57,10997,52.5030568,13.4223117,02300314
2061410,Kinderladen Klara Kirschkern,+493017643315560,18,Reguläre Einrichtung,772,Kirschkern e.V.,Nostitzstr. 25,10961,52.4900633,13.3900408,02200211
2061440,Kita Willibald-Alexis-Straße,+49306928882,23,Reguläre Einrichtung,563,EKT Combo e.V.,Willibald-Alexis-Str. 43,10965,52.4871271,13.3962854,02200211
2061460,EKT - Löwenhöhle,+49306121533,24,Reguläre Einrichtung,831,Löwenhöhle e. V.,Wrangelstr. 63,10997,52.4973664,13.4445173,02300419
2061470,Kinderladen Jule Kirschkern,+493017643322483,30,Reguläre Einrichtung,772,Kirschkern e.V.,Hasenheide 56,10967,52.4891251,13.4094187,02200212
2061480,EKT Lindenblüte,+49306117735,15,Reguläre Einrichtung,829,Eltern-Initiativ-Kindertagesstätte Lindenblüte e.V.,Forster Str. 56,10999,52.4959601,13.4343552,02300418
2061490,Waldorfkindergarten Kreuzberg,+49306143087,100,Reguläre Einrichtung,1272,Waldorfkindergarten Kreuzberg e.V.,Alte Jakobstr. 10,10969,52.5034525,13.3990269,02100103
2061510,KOTTI e.V.,+49306155706,50,Reguläre Einrichtung,1240,KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.,Adalbertstr. 87,10997,52.5018696,13.4195195,02300314
2061520,Kita KOTTI,+49306153200,38,Reguläre Einrichtung,1240,KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.,Dresdener Str. 14,10999,52.5008723,13.4172245,02300314
2061530,Waldorfkindertagesstätte im Forum Kreuzberg,+493061108913,20,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Eisenbahnstr. 21,10997,52.5040000,13.4344998,02300316
2061560,Europa-Kita VAK e.V. Oranienstr. 4,+49306186319,93,Reguläre Einrichtung,1267,VAK e.V. - Kindertagesstätten,Oranienstr. 4,10997,52.4997103,13.4254119,02300315
2061600,EKT - Whistcastle of Eternia,+493084423068,17,Reguläre Einrichtung,1065,Whistcastle of Eternia e.V.,Görlitzer Str. 33,10997,52.4954273,13.4444694,02300419
2061670,"EKT - ""Wildblume"" e.V.",+493069564451,15,Reguläre Einrichtung,1099,"Integrations-Kinderladen ""Wildblume"" e.V.",Heimstr. 16,10965,52.4873190,13.3969765,02200211
2061680,Waldorfkindertagesstätte im FORUM Kreuzberg,+493061108913,0,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Köpenicker Str. 174,10997,52.5041687,13.4352231,02300316
2061690,Kita Monumentenbande e.V.,+4930+491773876294,15,Reguläre Einrichtung,583,Monumentenbande e. V.,Monumentenstr. 16,10965,52.4876631,13.3742981,02200209
2061710,EKT Guten Tag Kinder,+49306913932,14,Reguläre Einrichtung,661,Guten Tag Kinder e.V.,Fürbringerstr. 27,10961,52.4932499,13.3959477,02200210
2061750,Kita Oranienstraße,+493044383151,168,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,Oranienstr. 56,10969,52.5040730,13.4122473,02100104
2061770,EKT - Kinderladen Luftabong,+49307868430,20,Reguläre Einrichtung,753,Kinderladen LUFTABONG e. V.,Yorckstr. 88H,10965,52.4925125,13.3862835,02200209
2061790,Kita Köpenicker Straße 174,+49306124035,24,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Köpenicker Str. 174,10997,52.5041687,13.4352231,02300316
2061800,EKT - Katzbach-Piraten,+49307855540,23,Reguläre Einrichtung,708,KATZBACH-PIRATEN e.V.,Katzbachstr. 19,10965,52.4870646,13.3764175,02200209
2061810,EKT - Veda-Lila Kindergarten,+49306947166,15,Reguläre Einrichtung,1029,Veda-Lila-Kindergarten e.V.,Arndtstr. 42,10965,52.4880264,13.3960361,02200211
2061820,Kita Leuschnerdamm 33,+493055281303,123,Reguläre Einrichtung,120,Kindergärten City,Leuschnerdamm 33,10999,52.5034118,13.4172527,02300314
2061830,Kita Wilhelmstr. 14a/Kigä City,+493050586581,139,Reguläre Einrichtung,120,Kindergärten City,Wilhelmstr. 14A,10963,52.5023281,13.3896501,02100102
2061850,EKT - Tentakel,+493054594692,40,Reguläre Einrichtung,590,Tentakel e.V.,Ohlauer Str. 39,10999,52.4944701,13.4295264,02300418
2061860,Kita Schwiebusser Str. 5/Kigä City,+493050586541,90,Reguläre Einrichtung,120,Kindergärten City,Schwiebusser Str. 5,10965,52.4860109,13.3930122,02200211
2061870,Kita Markgrafenstraße,+493081887961,105,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Markgrafenstr. 80,10969,52.5042461,13.3944924,02100102
2061890,Kinderladen Kreuzbären,+49306943598,20,Reguläre Einrichtung,713,Kinderladen Kreuzbären e.V.,Boppstr. 9,10967,52.4905766,13.4225360,02200213
2061900,EKT - Der kleine Horrorladen,+493055246198,25,Reguläre Einrichtung,575,Frühblüher e.V.,Graefestr. 84,10967,52.4941421,13.4188745,02200213
2061930,Kita Till Eulenspiegel-Kette,+493075453164,22,Reguläre Einrichtung,1259,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",Adalbertstr. 23B,10997,52.5044539,13.4220318,02300314
2061950,Kita Till Eulenspiegel-Kette,+49306157697,16,Reguläre Einrichtung,1259,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",Admiralstr. 20,10999,52.4957318,13.4155869,02100106
2061970,Eltern-Kind-Gruppe Kreuzberg-Nord,+49306145900,55,Reguläre Einrichtung,1237,Eltern-Kindergruppe Kreuzberg-Nord e.V.,Mariannenplatz 2A,10997,52.5035091,13.4238691,02300314
2061980,Eltern-Kinder-Schülergruppe Modell Florian,+49306148146,35,Reguläre Einrichtung,1217,"Eltern-Kinder-Gruppe ""Florian"" e. V.",Waldemarstr. 57,10997,52.5030568,13.4223117,02300314
2061990,EKT - Nasreddin,+49302510107,22,Reguläre Einrichtung,871,Nasreddin e.V.,Großbeerenstr. 94,10963,52.5003480,13.3860643,02100101
2062000,Kita BABB Kreuzberg I,+49306119754,19,Reguläre Einrichtung,564,TÄKS e. V.,Liegnitzer Str. 14,10999,52.4937761,13.4346228,02300418
2062030,EKT - Mondlicht I,+49306948233,51,Reguläre Einrichtung,1232,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",Böckhstr. 11,10967,52.4939159,13.4174906,02200213
2062060,EKT Herzlichtgarten,+493069533301,18,Reguläre Einrichtung,670,Herzlichtgarten e.V.,Hasenheide 51,10967,52.4889805,13.4105036,02200212
2062070,Kita KOTTI,+49306161985,25,Reguläre Einrichtung,1240,KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.,Alte Jakobstr. 172,10969,52.5009132,13.3977520,02100105
2062080,EKT - Neumond,+49306917239,30,Reguläre Einrichtung,1232,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",Jahnstr. 14,10967,52.4885241,13.4197182,02200212
2062090,Kita Spielhaus/Nachbarschaftshaus Urbanstr.,+493069049714,36,Reguläre Einrichtung,1251,Nachbarschaftshaus Urbanstr. e.V.,Urbanstr. 21,10961,52.4929688,13.4076184,02200210
2062100,Kita Tausend Fühler /Nachbarschaftshs Urbanstr.,+49306946890,25,Reguläre Einrichtung,1251,Nachbarschaftshaus Urbanstr. e.V.,Friesenstr. 4,10965,52.4884651,13.3942453,02200211
2062130,Waldorfkindertagesstätte im FORUM Kreuzberg,+493061108913,25,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Eisenbahnstr. 9,10997,52.5024934,13.4329591,02300316
2062150,EKT - Spreesprotte,+493043920541,35,Reguläre Einrichtung,1119,Spreesprotten e. V.,Glogauer Str. 26,10999,52.4931577,13.4373552,02300418
2062170,EKT - Kulturschlüssel,+493078896675,23,Reguläre Einrichtung,1120,Kulturschlüssel e.V.,Großbeerenstr. 56C,10965,52.4921681,13.3841087,02200209
2062180,Europa-Kita VAK e.V. Reichenberger Str. 156 A.,+493061076668,80,Reguläre Einrichtung,1267,VAK e.V. - Kindertagesstätten,Reichenberger Str. 156,10999,52.4977324,13.4235365,02300417
2062190,"EKT - ""Wildblume"" e.V.",+493069564584,15,Reguläre Einrichtung,1099,"Integrations-Kinderladen ""Wildblume"" e.V.",Fidicinstr. 23,10965,52.4864485,13.3937886,02200211
2062200,Integrationskinderladen Fidicinis,+493017650468993,24,Reguläre Einrichtung,1136,fidicinis e.V.,Solmsstr. 22,10961,52.4907439,13.3922239,02200211
2062210,EKT Bunte Mischung,+493074073555,25,Reguläre Einrichtung,1139,Bunte Mischung e.V.,Böckhstr. 48,10967,52.4942764,13.4172847,02200213
2062220,EKT Girotondo,+493069815328,30,Reguläre Einrichtung,1141,Eltern-Initiativ-Kindertagesstätte Girotondo e. V.,Bergmannstr. 98,10961,52.4896736,13.3908754,02200211
2062240,Kita Kunterbunt 1,+493053097225,30,Reguläre Einrichtung,1151,Elternverein für Erziehung und Bildung e.V.,Reichenberger Str. 62,10999,52.4954802,13.4298248,02300417
2062260,EKT - Macht nix,+493078950708,20,Reguläre Einrichtung,834,Macht nix e.V.,Kreuzbergstr. 43,10965,52.4885247,13.3745079,02200209
2062270,Kinderladen Grüffelo,+49306942457,15,Reguläre Einrichtung,7375,Kinderladen Grüffelo e.V.,Zossener Str. 36,10961,52.4909050,13.3944849,02200211
2062280,EKT Fino und Fleur,+49306926284,17,Reguläre Einrichtung,1167,FINO und FLEUR e.V.,Jüterboger Str. 8,10965,52.4865748,13.3956721,02200211
2062290,Kita Sonnenblümchen,+493025942790,42,Reguläre Einrichtung,1169,Kita Sonnenblümchen gemeinnützige GmbH,Graefestr. 43,10967,52.4887366,13.4142373,02200212
2062300,EKT- Kindervilla Waldemar (Springerareal),+493025942951,80,Reguläre Einrichtung,1106,VEREIN KINDERVILLA WALDEMAR e. V.,Markgrafenstr. 15A,10969,52.5058230,13.3952807,02100102
2062310,EKT - Knatterbande,+493069817780,30,Reguläre Einrichtung,1196,Knatterbande e. V.,Graefestr. 6,10967,52.4946998,13.4188295,02200213
2062320,EKT - Spreesprotte,+493043920541,28,Reguläre Einrichtung,1119,Spreesprotten e. V.,Glogauer Str. 32,10999,52.4944230,13.4386051,02300418
2062330,Kita BABB Kreuzberg II,+493061289737,30,Reguläre Einrichtung,564,TÄKS e. V.,Liegnitzer Str. 17,10999,52.4932744,13.4341472,02300418
2062400,Kita Stallschreiber Str.13,+4930695399990,130,Reguläre Einrichtung,107,Orte für Kinder GmbH,Stallschreiberstr. 13,10969,52.5061542,13.4088187,02100104
2062410,EKT Schippe und Eimer,+493061657396,30,Reguläre Einrichtung,950,Schippe und Eimer e.V.,Muskauer Str. 55,10997,52.5004701,13.4335497,02300315
2062420,Kinderladen Frieda Kirschkern,+493017643317789,25,Reguläre Einrichtung,772,Kirschkern e.V.,Dieffenbachstr. 27,10967,52.4921957,13.4174757,02200213
2062440,Kita Trauminsel,+493025923697,20,Reguläre Einrichtung,1381,Trauminsel e.V.,Wilhelmstr. 15,10963,52.5026003,13.3886412,02100102
2062450,EKT Löwenherz & Spunk e.V.,+493080206776,25,Reguläre Einrichtung,1387,EiKita Löwenherz & Spunk e.V.,Bergmannstr. 68,10961,52.4889797,13.4004334,02200211
2062470,EKT Bessere Zukunft für Kinder,+49306186847,15,Reguläre Einrichtung,543,Bessere Zukunft für Kinder e.V.,Muskauer Str. 11A,10997,52.5016923,13.4312638,02300315
2062510,Kindertagesstätte Sonnenkäferhaus,+4930473774380,76,Reguläre Einrichtung,7357,Sonnenkäferhaus gGmbH,Ratiborstr. 8,10999,52.4927081,13.4387808,02300418
2062530,EKT Jungle,+493061651161,25,Reguläre Einrichtung,7385,Jungle e. V.,Ohlauer Str. 1,10999,52.4970482,13.4320626,02300418
2062540,EKT Krümelmonster e.V.,+493015226096396,20,Reguläre Einrichtung,810,Krümelmonster e.V.,Bergmannstr. 3,10961,52.4897797,13.3879684,02200211
2062550,Kita Trauminsel,+493025938954,43,Reguläre Einrichtung,1381,Trauminsel e.V.,Wilhelmstr. 3,10963,52.5002461,13.3896761,02100102
2062560,Kita Wolkenzwerge,+493025898744,85,Reguläre Einrichtung,7441,PME Familienservice gGmbH - Zweigniederlassung Berlin,Markgrafenstr. 20,10969,52.5076163,13.3944521,02100102
2062570,Nestwärme,+493024729098,105,Reguläre Einrichtung,570,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",Ritterstr. 36,10969,52.5033430,13.4044986,02100104
2062580,Kinderladen Cuvrybande,+49306115156,20,Reguläre Einrichtung,7529,Kinderladen Cuvrybande e. V.,Cuvrystr. 21,10997,52.4973093,13.4433246,02300419
2062590,Kita Kunterbunt 2,+493069516797,30,Reguläre Einrichtung,1151,Elternverein für Erziehung und Bildung e.V.,Wiener Str. 1,10999,52.4989261,13.4267526,02300417
2062600,Kita Stresemannstraße,+49302510107,13,Reguläre Einrichtung,871,Nasreddin e.V.,Stresemannstr. 35,10963,52.5005656,13.3868564,02100101
2062620,Kita Bienchen,+493066774910,24,Reguläre Einrichtung,7828,Bilingua gGmbH,Hedemannstr. 7,10963,52.5026899,13.3875595,02100101
2062630,Kita Fontanepromenade,+493017643473120,22,Reguläre Einrichtung,686,Ingrids Kindergarten e.V.,Fontanepromenade 10,10967,52.4912672,13.4083840,02200212
2062640,Wildfang Kindergarten auf dem Dach,+493062739764,73,Reguläre Einrichtung,7954,"""Wildfang"" Kinder gGmbH",Prinzenstr. 85D,10969,52.5030556,13.4099973,02100104
2062670,Die kleine Welt,+493061655720,19,Reguläre Einrichtung,950,Schippe und Eimer e.V.,Forster Str. 17,10999,52.4940106,13.4318245,02300418
2062680,Kita EMMA APFEL,+493054849986,50,Reguläre Einrichtung,8046,EMMA gemeinnützige GmbH,Hornstr. 13,10963,52.4946246,13.3801694,02200208
2062690,Kita im tam.,+493023005540,115,Reguläre Einrichtung,417,Diakonisches Werk Berlin Stadtmitte e.V.,Wilhelmstr. 116,10963,52.5042210,13.3859711,02100101
2062710,Kita-kinderbunt,+493068328297,20,Reguläre Einrichtung,8177,Kita-kinderbunt UG (haftungsbeschränkt),Ohlauer Str. 44,10999,52.4942991,13.4287679,02300417
2062720,EKT Katzbachstraße,+493078717275,25,Reguläre Einrichtung,8237,Neues aus Kreuzberg e. V.,Katzbachstr. 29,10965,52.4897572,13.3769871,02200209
2062730,Montehaus Piepmatz,+493015256083818,18,Reguläre Einrichtung,9209,Montehaus Piepmatz gGmbH,Bergmannstr. 5,10961,52.4896900,13.3887759,02200211
2062760,Kiezpiraten,+49309203828,45,Reguläre Einrichtung,564,TÄKS e. V.,Urbanstr. 137,10967,52.4917767,13.4139821,02200213
2062770,Kita Bethaniendamm,+4930695399970,120,Reguläre Einrichtung,8071,Juwo - Kita gGmbH,Bethaniendamm 63,10999,52.5054103,13.4201322,02300314
2062800,Kita Flottwellpromenade,+49302534630,32,Reguläre Einrichtung,1230,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Flottwellstr. 44A,10785,52.5027618,13.3727863,02200207
2062820,Kita Möckernstraße 139,+493040450860,80,Reguläre Einrichtung,1230,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Möckernstr. 139,10963,52.5021226,13.3832191,02100101
2062830,Kita Farbkleckse,+493075003111,25,Reguläre Einrichtung,8723,Üstün Bildungsstätte gGmbH,Eylauer Str. 13,10965,52.4855136,13.3747132,02200209
2062840,Möckernkiez 6,+493017655273515,20,Reguläre Einrichtung,8046,EMMA gemeinnützige GmbH,Möckernkiez 6,10963,52.4924328,13.3764511,02200207
2062860,Kita Piya,+493069531180,45,Reguläre Einrichtung,4908,Verein der Eltern aus Kurdistan in Deutschland e.V. (Yekmal),Muskauer Str. 44,10997,52.5018952,13.4298894,02300315
2062870,Kita Blücherstraße 33,+493055064645,28,Reguläre Einrichtung,8723,Üstün Bildungsstätte gGmbH,Blücherstr. 33,10961,52.4913069,13.4036543,02200210
2062880,Kita Köpenicker Straße 175,+493017644577933,15,Reguläre Einrichtung,8871,Naturkind Forum Kreuzberg gUG,Köpenicker Str. 175,10997,52.5040955,13.4353951,02300316
2062890,Stadtteil-Kita Blücherstraße,+493091451312,80,Reguläre Einrichtung,8071,Juwo - Kita gGmbH,Blücherstr. 25,10961,52.4934794,13.4001449,02200210
2062900,Axel-Springer-Straße / Grashüpfer,+493019945182,40,Reguläre Einrichtung,7441,PME Familienservice gGmbH - Zweigniederlassung Berlin,Axel-Springer-Str. 65,10969,52.5078100,13.3975321,02100102
2062940,Kita Eylauer Str. 15 A,+493051667106,31,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,Eylauer Str. 15A,10965,52.4856265,13.3755353,02200209
2062950,Kita EMMA&JONTE,+493069518350,25,Reguläre Einrichtung,8046,EMMA gemeinnützige GmbH,Obentrautstr. 52,10963,52.4970835,13.3830490,02200208
2051140,Kita Hausburg,+493041721972,23,Reguläre Einrichtung,7859,MiniKitas First gGmbH,Thaerstr. 28B,10249,52.5240557,13.4573865,03601453
3040010,Am Hain,+49304250106,80,Reguläre Einrichtung,121,Kindergärten NordOst,Am Friedrichshain 18A,10407,52.5294948,13.4299385,03701660
3040020,Kita Pinocchio,+49304431885200,234,Reguläre Einrichtung,1299,Hanna gGmbH Kita-Trägerschaften,Belforter Str. 11,10405,52.5321062,13.4183529,03701556
3040080,Kita Sonnenmäuse/Kigä NordOst,+493042161469,183,Reguläre Einrichtung,121,Kindergärten NordOst,Conrad-Blenkle-Str. 46,10407,52.5319624,13.4454342,03601452
3040090,Kita Gerne Groß/Kigä NordOst,+49304457446,60,Reguläre Einrichtung,121,Kindergärten NordOst,Dänenstr. 22,10439,52.5498913,13.4050835,03601140
3040110,Kita Prenzelberger Schwalbennest/Kigä NordOst,+49304239854,185,Reguläre Einrichtung,121,Kindergärten NordOst,Diesterwegstr. 10,10405,52.5395024,13.4277456,03701657
3040140,EKT Grashüpfer,+49301792443153,20,Reguläre Einrichtung,1109,Grashüpfer e. V.,Gaudystr. 9,10437,52.5464930,13.4104556,03601142
3040150,Kita Drieselmäuse,+49304454368,65,Reguläre Einrichtung,1334,Forum Soziale Dienste GmbH,Driesener Str. 24,10439,52.5515739,13.4055815,03601140
3040190,Kindergarten am Hirschhof,+49304484450,120,Reguläre Einrichtung,1341,NETZWERK SPIEL/KULTUR Prenzlauer Berg e. V.,Eberswalder Str. 11,10437,52.5405840,13.4076417,03701554
3040200,Kindergarten Elements und Hexenkleckshausen,+493042029013,136,Reguläre Einrichtung,1214,KLAX Berlin gGmbH,Eldenaer Str. 46,10247,52.5203636,13.4603959,03601453
3040210,Kita Erich-Weinert-Str. 33/Kigä NordOst,+49304454055,48,Reguläre Einrichtung,121,Kindergärten NordOst,Erich-Weinert-Str. 33,10439,52.5511660,13.4192074,03601243
